2023-05-24 13:07:41.310 [restartedMain] INFO  com.example.user.UserApplication - The following profiles are active: dev
2023-05-24 14:02:51.351 [com.alibaba.nacos.client.naming.updater] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@gateway -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8080#DEFAULT#DEFAULT_GROUP@@gateway","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8080,"serviceName":"DEFAULT_GROUP@@gateway","weight":1.0}]
2023-05-24 14:02:51.351 [com.alibaba.nacos.client.naming.updater] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@user -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8888#DEFAULT#DEFAULT_GROUP@@user","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8888,"serviceName":"DEFAULT_GROUP@@user","weight":1.0}]
2023-05-24 14:02:54.945 [com.alibaba.nacos.naming.beat.sender] INFO  com.alibaba.nacos.client.naming - [BEAT] public sending beat to server: {"cluster":"DEFAULT","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8888,"scheduled":true,"serviceName":"DEFAULT_GROUP@@user","weight":1.0}
2023-05-24 14:02:59.166 [com.alibaba.nacos.client.naming.updater] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@user -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8888#DEFAULT#DEFAULT_GROUP@@user","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8888,"serviceName":"DEFAULT_GROUP@@user","weight":1.0}]
2023-05-24 14:02:59.166 [com.alibaba.nacos.client.naming.updater] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@gateway -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8080#DEFAULT#DEFAULT_GROUP@@gateway","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8080,"serviceName":"DEFAULT_GROUP@@gateway","weight":1.0}]
2023-05-24 14:02:59.947 [com.alibaba.nacos.naming.beat.sender] INFO  com.alibaba.nacos.client.naming - [BEAT] public sending beat to server: {"cluster":"DEFAULT","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8888,"scheduled":true,"serviceName":"DEFAULT_GROUP@@user","weight":1.0}
2023-05-24 14:03:01.355 [com.alibaba.nacos.client.naming.updater] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@user -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8888#DEFAULT#DEFAULT_GROUP@@user","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8888,"serviceName":"DEFAULT_GROUP@@user","weight":1.0}]
2023-05-24 14:03:01.355 [com.alibaba.nacos.client.naming.updater] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@gateway -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8080#DEFAULT#DEFAULT_GROUP@@gateway","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8080,"serviceName":"DEFAULT_GROUP@@gateway","weight":1.0}]
2023-05-24 14:03:01.583 [Thread-46] INFO  o.s.c.alibaba.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2023-05-24 14:03:01.584 [Thread-46] INFO  com.alibaba.nacos.client.naming - [BEAT] removing beat: DEFAULT_GROUP@@user:192.168.0.75:8888 from beat map.
2023-05-24 14:03:01.584 [Thread-46] INFO  com.alibaba.nacos.client.naming - [DEREGISTER-SERVICE] public deregistering service DEFAULT_GROUP@@user with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"ip":"192.168.0.75","metadata":{},"port":8888,"weight":1.0}
2023-05-24 14:03:01.587 [Thread-46] INFO  o.s.c.alibaba.nacos.registry.NacosServiceRegistry - De-registration finished.
2023-05-24 14:03:01.588 [Thread-46] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'threadPoolTaskScheduler'
2023-05-24 14:03:03.159 [restartedMain] INFO  com.example.user.UserApplication - The following profiles are active: dev
2023-05-24 14:03:03.419 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-05-24 14:03:03.419 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2023-05-24 14:03:03.426 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7ms. Found 0 repository interfaces.
2023-05-24 14:03:03.455 [restartedMain] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=19ced0ea-89e2-3380-8b1d-6da07e067811
2023-05-24 14:03:03.465 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$bb3b5954] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-05-24 14:03:03.466 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$d7555c51] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-05-24 14:03:03.505 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2023-05-24 14:03:03.506 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-05-24 14:03:03.506 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.17]
2023-05-24 14:03:03.506 [restartedMain] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [2.0.3] using APR version [1.7.2].
2023-05-24 14:03:03.506 [restartedMain] INFO  org.apache.catalina.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2023-05-24 14:03:03.506 [restartedMain] INFO  org.apache.catalina.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2023-05-24 14:03:03.507 [restartedMain] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.8 7 Feb 2023]
2023-05-24 14:03:03.521 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-05-24 14:03:03.521 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 361 ms
2023-05-24 14:03:03.847 [restartedMain] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation should only be used on methods with parameters: public void com.example.user.config.SaTokenConfig.rewriteSaStrategy()
2023-05-24 14:03:03.848 [restartedMain] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - Autowired annotation should only be used on methods with parameters: public void com.example.user.config.SaTokenConfig.rewriteToken()
2023-05-24 14:03:04.027 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-05-24 14:03:04.040 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService
2023-05-24 14:03:04.040 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'threadPoolTaskScheduler'
2023-05-24 14:03:04.046 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2023-05-24 14:03:04.049 [restartedMain] WARN  com.netflix.config.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2023-05-24 14:03:04.049 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2023-05-24 14:03:04.962 [restartedMain] INFO  com.alibaba.nacos.client.naming - initializer namespace from System Property :null
2023-05-24 14:03:04.962 [restartedMain] INFO  com.alibaba.nacos.client.naming - initializer namespace from System Environment :null
2023-05-24 14:03:04.963 [restartedMain] INFO  com.alibaba.nacos.client.naming - initializer namespace from Credential Module null
2023-05-24 14:03:04.970 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService
2023-05-24 14:03:05.550 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2023-05-24 14:03:05.551 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2023-05-24 14:03:05.553 [ThreadPoolTaskScheduler-1] INFO  com.alibaba.nacos.client.naming - current ips:(0) service: DEFAULT_GROUP@@user -> []
2023-05-24 14:03:05.553 [ThreadPoolTaskScheduler-1] INFO  com.alibaba.nacos.client.naming - [LISTENER] adding DEFAULT_GROUP@@user with  to listener map
2023-05-24 14:03:05.554 [ThreadPoolTaskScheduler-1] INFO  com.alibaba.nacos.client.naming - new ips(1) service: DEFAULT_GROUP@@gateway -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8080#DEFAULT#DEFAULT_GROUP@@gateway","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8080,"serviceName":"DEFAULT_GROUP@@gateway","weight":1.0}]
2023-05-24 14:03:05.555 [ThreadPoolTaskScheduler-1] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@gateway -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8080#DEFAULT#DEFAULT_GROUP@@gateway","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8080,"serviceName":"DEFAULT_GROUP@@gateway","weight":1.0}]
2023-05-24 14:03:05.555 [ThreadPoolTaskScheduler-1] INFO  com.alibaba.nacos.client.naming - [LISTENER] adding DEFAULT_GROUP@@gateway with  to listener map
2023-05-24 14:03:05.556 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2023-05-24 14:03:05.583 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: revokeUsingPOST_1
2023-05-24 14:03:05.585 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: saveUsingPOST_1
2023-05-24 14:03:05.587 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: addUsingPOST_1
2023-05-24 14:03:05.590 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: updateUsingPOST_1
2023-05-24 14:03:05.592 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: addUsingPOST_2
2023-05-24 14:03:05.592 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getAllBanksUsingGET_1
2023-05-24 14:03:05.593 [restartedMain] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: updateUsingPOST_2
2023-05-24 14:03:05.607 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2023-05-24 14:03:05.608 [restartedMain] INFO  com.alibaba.nacos.client.naming - [BEAT] adding beat: {"cluster":"DEFAULT","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8888,"scheduled":false,"serviceName":"DEFAULT_GROUP@@user","weight":1.0} to beat map.
2023-05-24 14:03:05.608 [restartedMain] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] public registering service DEFAULT_GROUP@@user with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8888,"weight":1.0}
2023-05-24 14:03:05.609 [restartedMain] INFO  o.s.c.alibaba.nacos.registry.NacosServiceRegistry - nacos registry, user 192.168.0.75:8888 register finished
2023-05-24 14:03:05.610 [restartedMain] INFO  com.example.user.UserApplication - Started UserApplication in 3.515 seconds (JVM running for 3327.246)
2023-05-24 14:03:05.612 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2023-05-24 14:03:06.150 [com.alibaba.nacos.naming.push.receiver] INFO  com.alibaba.nacos.client.naming - received push data: {"type":"dom","data":"{\"name\":\"DEFAULT_GROUP@@user\",\"clusters\":\"\",\"cacheMillis\":10000,\"hosts\":[{\"instanceId\":\"192.168.0.75#8888#DEFAULT#DEFAULT_GROUP@@user\",\"ip\":\"192.168.0.75\",\"port\":8888,\"weight\":1.0,\"healthy\":true,\"enabled\":true,\"ephemeral\":true,\"clusterName\":\"DEFAULT\",\"serviceName\":\"DEFAULT_GROUP@@user\",\"metadata\":{\"preserved.register.source\":\"SPRING_CLOUD\"},\"instanceHeartBeatInterval\":5000,\"instanceHeartBeatTimeOut\":15000,\"ipDeleteTimeout\":30000}],\"lastRefTime\":1684908186149,\"checksum\":\"\",\"allIPs\":false,\"reachProtectionThreshold\":false,\"valid\":true}","lastRefTime":441633941994200} from /192.168.0.75
2023-05-24 14:03:06.150 [com.alibaba.nacos.naming.push.receiver] INFO  com.alibaba.nacos.client.naming - received push data: {"type":"dom","data":"{\"name\":\"DEFAULT_GROUP@@user\",\"clusters\":\"\",\"cacheMillis\":10000,\"hosts\":[{\"instanceId\":\"192.168.0.75#8888#DEFAULT#DEFAULT_GROUP@@user\",\"ip\":\"192.168.0.75\",\"port\":8888,\"weight\":1.0,\"healthy\":true,\"enabled\":true,\"ephemeral\":true,\"clusterName\":\"DEFAULT\",\"serviceName\":\"DEFAULT_GROUP@@user\",\"metadata\":{\"preserved.register.source\":\"SPRING_CLOUD\"},\"instanceHeartBeatInterval\":5000,\"instanceHeartBeatTimeOut\":15000,\"ipDeleteTimeout\":30000}],\"lastRefTime\":1684908186149,\"checksum\":\"\",\"allIPs\":false,\"reachProtectionThreshold\":false,\"valid\":true}","lastRefTime":441633942148600} from /192.168.0.75
2023-05-24 14:03:06.150 [com.alibaba.nacos.naming.push.receiver] INFO  com.alibaba.nacos.client.naming - received push data: {"type":"dom","data":"{\"name\":\"DEFAULT_GROUP@@gateway\",\"clusters\":\"\",\"cacheMillis\":10000,\"hosts\":[{\"instanceId\":\"192.168.0.75#8080#DEFAULT#DEFAULT_GROUP@@gateway\",\"ip\":\"192.168.0.75\",\"port\":8080,\"weight\":1.0,\"healthy\":true,\"enabled\":true,\"ephemeral\":true,\"clusterName\":\"DEFAULT\",\"serviceName\":\"DEFAULT_GROUP@@gateway\",\"metadata\":{\"preserved.register.source\":\"SPRING_CLOUD\"},\"instanceHeartBeatInterval\":5000,\"instanceHeartBeatTimeOut\":15000,\"ipDeleteTimeout\":30000}],\"lastRefTime\":1684908186149,\"checksum\":\"\",\"allIPs\":false,\"reachProtectionThreshold\":false,\"valid\":true}","lastRefTime":441633941767900} from /192.168.0.75
2023-05-24 14:03:06.150 [com.alibaba.nacos.naming.push.receiver] INFO  com.alibaba.nacos.client.naming - new ips(1) service: DEFAULT_GROUP@@user -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8888#DEFAULT#DEFAULT_GROUP@@user","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8888,"serviceName":"DEFAULT_GROUP@@user","weight":1.0}]
2023-05-24 14:03:06.150 [com.alibaba.nacos.naming.push.receiver] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@gateway -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8080#DEFAULT#DEFAULT_GROUP@@gateway","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8080,"serviceName":"DEFAULT_GROUP@@gateway","weight":1.0}]
2023-05-24 14:03:06.150 [com.alibaba.nacos.naming.push.receiver] INFO  com.alibaba.nacos.client.naming - new ips(1) service: DEFAULT_GROUP@@user -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8888#DEFAULT#DEFAULT_GROUP@@user","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8888,"serviceName":"DEFAULT_GROUP@@user","weight":1.0}]
2023-05-24 14:03:06.150 [com.alibaba.nacos.naming.push.receiver] INFO  com.alibaba.nacos.client.naming - received push data: {"type":"dom","data":"{\"name\":\"DEFAULT_GROUP@@user\",\"clusters\":\"\",\"cacheMillis\":10000,\"hosts\":[{\"instanceId\":\"192.168.0.75#8888#DEFAULT#DEFAULT_GROUP@@user\",\"ip\":\"192.168.0.75\",\"port\":8888,\"weight\":1.0,\"healthy\":true,\"enabled\":true,\"ephemeral\":true,\"clusterName\":\"DEFAULT\",\"serviceName\":\"DEFAULT_GROUP@@user\",\"metadata\":{\"preserved.register.source\":\"SPRING_CLOUD\"},\"instanceHeartBeatInterval\":5000,\"instanceHeartBeatTimeOut\":15000,\"ipDeleteTimeout\":30000}],\"lastRefTime\":1684908186149,\"checksum\":\"\",\"allIPs\":false,\"reachProtectionThreshold\":false,\"valid\":true}","lastRefTime":441633942092300} from /192.168.0.75
2023-05-24 14:03:06.150 [com.alibaba.nacos.naming.push.receiver] INFO  com.alibaba.nacos.client.naming - new ips(1) service: DEFAULT_GROUP@@user -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceId":"192.168.0.75#8888#DEFAULT#DEFAULT_GROUP@@user","ip":"192.168.0.75","metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8888,"serviceName":"DEFAULT_GROUP@@user","weight":1.0}]
